task_id,cells
f_85e160999ab646e97de7,"[[4, 0], [5, 0], [5, 1]]"
f_818bbd2c91095a5a30a2,"[[3, 4], [4, 4], [5, 4], [7, 0], [7, 3], [7, 4], [7, 7]]"
f_dbbc83650d253aef7ea9,"[[1, 1], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [3, 1]]"
f_294151e72239aa438dbd,"[[1, 0], [1, 2], [2, 0], [2, 2]]"
f_5b28f0d2b1592e675b2d,"[[8, 0], [8, 1], [8, 6], [16, 0], [16, 1], [16, 6]]"
f_78158758cad234323770,"[[23, 1], [23, 4], [23, 12], [23, 13], [24, 1], [24, 4], [24, 12], [24, 13]]"
f_ec5f507b7444158fce2f,"[[3, 0], [3, 1], [4, 0], [4, 1], [4, 2]]"
f_3759cc32b956291436a1,"[[1, 1], [5, 1]]"
f_198155b9cae57f5cd706,"[[1, 0], [1, 1], [1, 2], [1, 3], [2, 0], [2, 1], [2, 2], [2, 3], [3, 1], [4, 1]]"
f_d47066ace21d40bea286,"[[1, 0], [1, 1], [1, 2], [1, 3], [2, 0], [2, 1], [2, 2], [2, 3], [3, 0], [3, 1], [3, 2]]"
f_e1ad60965e1b148810f8,"[[2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 9], [11, 10]]"
f_bb07908239eae6cbf211,"[[7, 1], [8, 1]]"
f_7ca57e131d7e8721e898,"[[1, 0], [1, 1], [1, 3], [2, 0], [2, 1], [2, 3]]"
f_87c6215a6b251ae6da39,"[[1, 1], [2, 1], [2, 2], [2, 3]]"
f_2954244aa926ea161eb2,"[[2, 1], [2, 2], [3, 0], [4, 0], [4, 1], [4, 2]]"
f_5b0ec4b030982d1879ba,"[[12, 0], [12, 1], [12, 2], [14, 0], [14, 1], [14, 2]]"
f_174a116263362d48f483,"[[2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [7, 1], [7, 2]]"
f_7d764e79cac73b6d1327,"[[4, 0], [5, 0], [5, 4]]"
f_489d2b2f5d4ff59dee3f,"[[1, 1], [1, 3], [1, 4], [2, 1], [2, 3], [3, 1]]"
f_004048c7421e4d4d3b6a,"[[1, 0], [1, 3], [2, 0], [2, 3], [3, 0], [3, 3]]"
f_71ea05e690a0377e128b,"[[4, 0], [5, 0], [5, 1], [5, 2], [5, 3], [5, 4], [5, 5]]"
f_af2801317a6522ee2e86,"[[29, 0], [29, 1], [30, 0], [30, 1], [31, 0], [31, 1], [32, 0], [32, 1], [32, 4]]"
f_cdb07832ecfc3920dfab,"[[1, 0], [1, 1], [2, 0], [2, 1], [3, 0], [3, 1], [3, 2]]"
f_858490bf663537758134,"[[1, 0], [1, 4], [2, 0], [2, 4], [3, 0], [3, 4], [4, 0], [4, 1], [4, 2], [4, 3], [4, 4], [5, 0], [5, 4], [6, 4]]"
f_7decbef497f7e545d6a2,"[[10, 0], [11, 0], [11, 1], [11, 2], [11, 4], [12, 0]]"
f_40993e669cfb0233ce6b,"[[1, 2], [1, 3], [2, 2], [2, 3]]"
f_6b5b69aceda49a3384fe,"[[2, 0], [2, 1], [2, 2], [2, 3], [3, 0], [3, 1], [3, 2], [4, 0], [4, 1], [4, 2], [4, 3], [6, 0], [6, 1], [6, 2], [8, 0], [8, 1], [8, 2], [8, 3], [9, 0], [9, 1], [9, 2]]"
f_9ef75547bb785fee5642,"[[4, 3], [5, 5], [6, 1], [6, 2]]"
f_ec46eeffb6e31a116e71,"[[12, 2], [13, 1], [13, 2], [15, 0], [15, 1], [15, 2], [16, 0], [17, 0]]"
f_d8cabb6674b1873d681c,"[[7, 0], [7, 2], [8, 0], [8, 2], [9, 0], [9, 2], [10, 0], [10, 2]]"
f_40b7683230b75bd29577,"[[1, 1], [2, 1], [2, 3]]"
f_f537958fb42a811a556a,"[[5, 0], [5, 2], [5, 3], [5, 4], [6, 0], [6, 2], [6, 3], [6, 4]]"
f_9ab1dc4ef16f59ce341b,"[[1, 0], [1, 1], [1, 3]]"
f_62c8aca8765aca7fb361,"[[14, 0], [14, 1], [14, 2]]"
f_7565981ab260241bd23c,"[[14, 0], [14, 1], [14, 4], [15, 1], [15, 2]]"
f_52923651a8d5c9d0b777,"[[2, 0], [2, 2], [3, 0], [3, 2], [4, 0], [4, 3], [4, 4]]"
f_63105b4172be788e68a6,"[[2, 0], [2, 1], [2, 2], [2, 4], [3, 0], [3, 1], [3, 2], [3, 4]]"
f_4438a4b40c646ce751fa,"[[16, 0], [17, 0], [18, 0], [18, 1], [18, 2], [18, 3], [19, 0], [19, 1], [19, 2], [19, 3], [20, 0]]"
f_2650c736ba8523a9e1a4,"[[1, 2], [2, 0], [2, 2]]"
f_e6f23b119192fb559b0a,"[[2, 2], [3, 0], [3, 1], [3, 2], [3, 3], [4, 0], [4, 1], [4, 2], [4, 3]]"
f_fa3df415c91674702db0,"[[1, 1], [1, 2], [1, 4], [2, 1], [2, 2], [2, 4]]"
f_23a979689dc2e479ba74,"[[5, 0], [5, 2], [5, 3], [6, 0], [6, 2], [7, 0], [7, 2], [7, 3]]"
f_5d8eaeebc37448b9d890,"[[1, 0], [1, 4], [2, 0], [2, 4]]"
f_159617b6fca15d445a54,"[[1, 2], [2, 0], [2, 1], [2, 2], [2, 7], [3, 0], [3, 1], [3, 2], [3, 7], [4, 0], [4, 1], [4, 2], [4, 7], [5, 0], [5, 1], [5, 2], [5, 7], [6, 0], [6, 1], [6, 2]]"
f_fa924b242ad7c9647cd8,"[[3, 0], [3, 1], [3, 2], [4, 1], [4, 2], [5, 1], [5, 2], [6, 1], [6, 2], [7, 1], [7, 2], [7, 5], [8, 2], [9, 2], [10, 2], [11, 2]]"
f_a8837f818ab6837f22ef,"[[2, 0], [3, 0], [3, 1], [3, 3], [3, 4], [3, 5]]"
f_514963c8d82493d21161,"[[1, 3], [2, 2], [2, 4]]"
f_f9e0ba1d1eae48f382ab,"[[3, 0], [4, 0], [4, 1], [4, 4]]"
f_27d58bf99670cde5d899,"[[9, 0], [10, 0], [11, 0], [12, 0], [13, 0], [13, 11], [13, 12]]"
f_f373e5a71216ad6e13f7,"[[5, 1], [5, 3], [10, 1], [10, 3]]"
f_299d2536fa412551b6d6,"[[4, 0], [4, 1], [6, 0], [6, 1]]"
f_9860ce9bed85f146aac2,"[[2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [3, 0], [3, 1], [3, 2], [3, 3], [3, 4], [3, 5], [4, 0], [5, 0]]"
f_b261a1db72b289641157,"[[1, 1], [2, 1]]"
f_b6ecf7ae1c9e104d2c5e,"[[17, 0], [17, 1], [17, 3], [17, 4], [18, 0], [18, 1], [18, 3], [18, 4]]"
f_48dc333db45011199bae,"[[1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [3, 0], [3, 2], [6, 2]]"
f_535c5ded7ec5aaada837,"[[4, 0], [4, 2], [5, 0], [5, 2], [6, 0], [6, 2]]"
f_f9e9b51a98160e9cc7f0,"[[2, 0], [3, 0], [3, 1], [3, 2]]"
f_18fa7753607ea41218b5,"[[2, 0], [2, 2], [2, 4], [3, 0], [3, 2], [3, 3], [3, 4]]"
f_5134c9bc449a673f6501,"[[5, 0], [5, 1], [5, 2], [6, 0], [6, 1], [6, 2]]"
f_1deb9a43e3fdda0cc7de,"[[6, 3], [6, 4], [7, 3], [7, 4], [7, 5]]"
f_8c21856f89dd6c49b72b,"[[1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0]]"
f_14d7c0548dcca923b578,"[[19, 0], [20, 0], [20, 1], [20, 2], [20, 3], [21, 0]]"
f_4a921baf9d87b5d884a8,"[[1, 3], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5]]"
f_3312c56022d0a25c6ccb,"[[2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [12, 0], [13, 0], [14, 0], [15, 2]]"
f_8ff7845ef15b9e73fa45,"[[3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [12, 0], [13, 0], [14, 0], [15, 0], [16, 0], [17, 0], [18, 0], [19, 0], [19, 11], [20, 0], [20, 1], [21, 0], [22, 0], [23, 0], [24, 0]]"
f_1d89755c4ba5671612d1,"[[1, 0], [2, 0], [3, 0], [4, 0], [4, 2], [4, 3]]"
f_2a003ed950ddde57efdd,"[[17, 3], [17, 4], [18, 0], [18, 1], [19, 0], [20, 0]]"
f_f774465ce6671184ca11,"[[1, 3], [2, 3], [3, 3], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [9, 2], [9, 3], [10, 0], [10, 1], [10, 2], [10, 3], [11, 2], [11, 3]]"
f_8d972ad4d1cd79593913,"[[10, 0], [10, 1], [10, 2]]"
f_78a993e44d56d89965a9,"[[1, 1], [1, 4], [1, 5], [3, 1], [3, 2], [3, 4], [3, 5], [12, 1], [12, 2], [12, 4], [12, 5]]"
f_5608af72f59c56e32c7e,"[[1, 0], [2, 0], [2, 1], [2, 3], [2, 4]]"
f_5ce07512df54fdb21c98,"[[1, 1], [1, 2], [1, 4], [2, 1], [2, 2]]"
f_6a03b820d405d79ca343,"[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [7, 1], [8, 1], [9, 1], [10, 1], [11, 0], [11, 1]]"
f_607aea34eee13180e1cb,"[[2, 2], [2, 4], [4, 2], [4, 4]]"
f_23b3eef0c884f2014790,"[[2, 4], [3, 4], [4, 0], [4, 1], [4, 2], [4, 4], [4, 5], [5, 4], [6, 4], [7, 4], [8, 4]]"
f_f6648d12c4b7253bd4ae,"[[2, 0], [2, 1], [2, 2], [5, 0], [5, 1], [5, 2]]"
f_85998b57dc2cfd76d20d,"[[7, 1], [8, 1]]"
f_ae011e6827d8f80f54ec,"[[6, 0], [6, 1], [7, 0], [7, 1], [8, 0], [8, 1]]"
f_0ee705ccc9bdfa205eab,"[[20, 0], [21, 0], [21, 1], [21, 2], [22, 0]]"
f_c598a3f062f4f68851c1,"[[1, 0], [1, 2], [2, 0], [2, 2], [3, 0], [3, 2]]"
f_416d06a342756edb012d,"[[2, 0], [2, 1], [3, 0], [3, 1], [3, 2], [3, 3]]"
f_688b87a2efd3b459d3ae,"[[4, 0], [4, 1], [4, 2]]"
f_b8609e975def3e6f2988,"[[12, 0], [12, 1], [12, 2], [12, 3], [12, 4], [16, 0], [16, 1], [16, 2], [16, 4], [17, 1], [17, 2], [17, 4], [19, 0], [20, 1], [20, 2], [20, 3], [20, 4]]"
f_87732dd7d3c9299c196f,"[[1, 2], [1, 3], [1, 4], [2, 2], [2, 3], [3, 2], [3, 3]]"
f_69136357053062c4722f,"[[1, 0], [2, 0], [2, 1], [2, 2], [3, 0]]"
f_ff97957d1503690e540a,"[[1, 0], [1, 1], [1, 2], [1, 3], [2, 0], [2, 2], [2, 3], [3, 2], [3, 3]]"
f_1bfc1f43dc4949ded6d8,"[[4, 0], [4, 1], [4, 2], [4, 4], [10, 0], [10, 1], [10, 2], [10, 4], [14, 0], [14, 1], [14, 2], [14, 4]]"
f_dcf518f9809c892b0aa3,"[[6, 1], [6, 2], [6, 3], [6, 4], [7, 1], [7, 2], [7, 3], [7, 4], [8, 2], [9, 2]]"
f_080a772ef2779d5af4a6,"[[6, 0], [6, 1], [6, 2], [7, 0], [7, 1], [7, 2], [8, 0], [8, 1], [8, 2]]"
f_f920c76dba0f2548579d,"[[1, 0], [1, 1], [1, 3], [2, 0], [2, 1], [2, 3], [3, 0], [3, 1], [3, 3], [4, 0]]"
f_326130e7727b71dc8241,"[[1, 0], [2, 0], [2, 1], [2, 2], [2, 3]]"
f_bb804dfb1110fb718728,"[[1, 0], [1, 1], [2, 0], [2, 1], [3, 0], [3, 1], [4, 0], [4, 1], [5, 0], [5, 1], [6, 0], [6, 1], [7, 0], [7, 1], [8, 0], [8, 1]]"
f_2a09ddb4ab9622b1afc2,"[[10, 0], [10, 1], [10, 2], [11, 1], [11, 2], [12, 1], [13, 1], [19, 1], [19, 2]]"
f_2c4e74cb8136835cbc7c,"[[6, 1], [6, 2], [9, 1], [9, 2]]"
f_e916283b80a76f97115a,"[[9, 2], [10, 0], [10, 2]]"
f_379798001b3353ceeeb3,"[[15, 0], [15, 1], [15, 2], [16, 0], [16, 2], [16, 3]]"
f_117ee661c887baf15428,"[[7, 0], [7, 4], [7, 5], [8, 0], [8, 4], [8, 5]]"
f_e316c77e0c77e0df7341,"[[2, 0], [2, 1], [2, 2], [2, 3], [3, 0], [3, 1], [3, 2], [3, 3], [3, 4]]"
f_6cd16f9798e322ac6ecb,"[[2, 1], [3, 0], [3, 1], [3, 2], [3, 4], [3, 6], [3, 8], [4, 1]]"
f_e77bf3ccee3e188d4ee3,"[[2, 0], [3, 0], [3, 1], [3, 2], [4, 0], [4, 1], [4, 2], [7, 0], [7, 1], [7, 2]]"
f_19fada73c3ecd1326049,"[[4, 7], [5, 0], [5, 7], [6, 0], [6, 7], [7, 0], [7, 7], [8, 7]]"
f_ee1f4b51010090b57069,"[[19, 0], [20, 0], [21, 0], [21, 1], [21, 4], [21, 5], [22, 0], [22, 1], [23, 0], [23, 1], [24, 0], [25, 0]]"
f_3ef8f7420b91842b58ed,"[[2, 1], [2, 3], [3, 1], [3, 3], [3, 5], [4, 1]]"
f_6ed13c542afdad068b94,"[[1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [5, 2], [5, 3], [5, 4]]"
f_5de169d85819e01a00a5,"[[20, 0], [21, 0], [21, 1], [21, 2], [21, 3]]"
f_26250fdc52f4341a8a28,"[[3, 0], [3, 1], [3, 2], [4, 0]]"
f_2dfda566ed28f95283dc,"[[8, 0], [8, 1], [8, 2], [8, 3], [8, 4], [17, 0], [17, 1], [17, 2], [17, 3], [17, 4]]"
f_131dde8fd5e8ec2c88e9,"[[2, 0], [2, 1], [3, 0], [3, 1], [4, 0], [4, 1], [5, 0], [5, 1], [6, 0], [6, 7], [6, 8]]"
f_b0a5b066963f2cd11e99,"[[2, 1], [2, 2], [2, 3], [3, 0], [3, 1], [3, 2], [3, 3]]"
f_63976c7f2ca0a390af35,"[[5, 0], [5, 1], [5, 2], [5, 3], [5, 4], [6, 0], [6, 1], [6, 2], [6, 3], [6, 4]]"
f_d50b278d78966c522f52,"[[3, 0], [3, 10], [30, 0], [30, 10]]"
f_a03b5c7cdaf11cbb1943,"[[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0]]"
f_1d65d9eb8fed2d7f4495,"[[3, 0], [3, 1], [3, 2], [3, 3], [3, 4], [4, 0], [4, 1], [4, 3], [4, 4]]"
f_3502b9cc1debe1cee17e,"[[1, 0], [1, 1], [1, 3], [3, 0], [3, 1], [3, 3], [4, 0], [4, 1], [4, 2], [4, 3]]"
f_299cff11af762a37aec4,"[[1, 1], [1, 2], [1, 3], [1, 4], [4, 1], [4, 2], [4, 3], [4, 4], [8, 1], [8, 2], [8, 3], [8, 4], [10, 1], [10, 2], [10, 3], [10, 4]]"
f_d9af6ddbd2f5ed122948,"[[9, 0], [10, 0], [11, 0], [12, 0], [12, 1], [12, 2]]"
f_5eb4ce1f3c8d667fd285,"[[4, 0], [4, 1], [4, 2]]"
f_4d222017a1024919d99d,"[[22, 0], [22, 1], [24, 0], [24, 1]]"
f_3e8ad57bfcf6db5ce19f,"[[1, 0], [1, 1], [1, 2], [1, 3], [2, 0], [2, 1], [2, 2], [2, 3]]"
f_127cd42fb21ea24c5f14,"[[8, 1], [8, 2], [8, 3]]"
f_8dd89345a8559e502169,"[[1, 0], [1, 1], [1, 2], [2, 0], [2, 1], [2, 2], [3, 0], [3, 1], [3, 2]]"
f_3d4999678920aec4b794,"[[1, 1], [1, 2], [2, 1], [2, 2]]"
f_ccf498be9026bcdd22f5,"[[8, 0], [8, 2], [8, 4], [8, 5], [9, 0], [9, 1], [9, 2], [9, 4], [9, 5]]"
f_608f91e051479f752e0e,"[[5, 0], [5, 2], [5, 3], [5, 4], [6, 0], [6, 2], [6, 3], [6, 4]]"
f_1b01550fb387c34a9d37,"[[6, 0], [7, 0], [7, 1], [7, 2]]"
f_7bf45f94360aa426af5b,"[[1, 0], [1, 2], [2, 0], [2, 1], [2, 2]]"
f_4f4d0898c2d426edcd60,"[[20, 0], [20, 1], [21, 0], [21, 1], [22, 0], [22, 1], [22, 3], [22, 4]]"
f_cacb5de1d0414b2c95ca,"[[1, 0], [1, 1], [1, 2], [5, 0], [5, 1], [5, 2]]"
f_b028c49449cbf4c234c8,"[[2, 1], [3, 0], [3, 1], [3, 2], [3, 3], [4, 1]]"
f_d23fa01a639ba4f1297a,"[[10, 0], [10, 2], [10, 3]]"
f_e6ccba784653f3e19462,"[[1, 1], [1, 2], [1, 4], [2, 1], [2, 2]]"
f_f72331712e5f36475fb0,"[[1, 0], [1, 1], [1, 2], [1, 3], [2, 0], [3, 0], [4, 0], [4, 1], [4, 2], [4, 3], [5, 0], [6, 0], [7, 0]]"
f_b5a261b5ddefa2519544,"[[2, 0], [2, 1], [2, 3], [4, 0], [4, 1], [4, 3]]"
f_0a46f6ae21b1789ccc40,"[[15, 0], [15, 1], [15, 3], [16, 0], [16, 1], [16, 3], [17, 0], [17, 1], [17, 3]]"
f_c819d478fa156c6c9cdd,"[[10, 0], [11, 0], [11, 1], [11, 2], [11, 3]]"
f_4be0415735b91c293b27,"[[2, 1], [2, 2], [2, 4], [4, 1], [4, 2], [4, 4], [6, 1], [6, 2], [6, 4]]"
f_5358626629ce41e58e2e,"[[7, 2], [7, 3], [7, 4], [8, 2], [8, 3], [8, 4]]"
f_022223e066fc6f611c0c,"[[1, 2], [1, 3], [2, 2], [2, 3]]"
f_ebba48095a1b25073c63,"[[1, 1], [1, 2], [1, 4], [2, 1], [2, 2]]"
f_cc11f30d40fa92d75277,"[[16, 0], [16, 1], [16, 2]]"
f_e58cdc392740c1603402,"[[1, 2], [1, 3]]"
f_17f41d71049c80437d0f,"[[3, 0], [4, 0], [4, 1], [4, 3], [4, 4], [4, 5], [5, 0], [5, 1], [6, 0], [7, 0]]"
f_f90b79680528e807207a,"[[1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [2, 6]]"
f_135de63ffec6a58c1d22,"[[2, 0], [2, 1], [2, 3], [2, 4], [3, 0], [3, 1], [3, 2], [3, 3], [3, 4], [6, 0], [6, 1], [6, 2], [6, 3]]"
f_aebdff15f9471b8e9242,"[[8, 0], [8, 1], [8, 2], [8, 3], [9, 0], [9, 1], [9, 2], [9, 3]]"
f_0422db633f5c5dfb9838,"[[1, 0], [2, 0], [2, 1], [2, 2], [2, 3]]"
f_ee15ac311017e551d8eb,"[[1, 0], [2, 0], [2, 1], [2, 2], [2, 3]]"
f_be277ece660e65feff44,"[[3, 0], [3, 2], [3, 3], [3, 6], [4, 0], [4, 2], [4, 3], [4, 6], [5, 0], [5, 2], [5, 3], [5, 6], [7, 0], [7, 2], [7, 3], [7, 6], [9, 0], [9, 2], [9, 3], [9, 6], [10, 0], [10, 2], [10, 3], [10, 6]]"
f_e1c801c570e738140be2,"[[1, 1], [1, 2], [1, 3], [2, 1], [2, 2], [2, 3], [3, 1], [3, 2], [3, 3], [4, 1], [4, 2], [4, 3]]"
f_7eaf77e89d0d5b16711a,"[[16, 0], [16, 1], [16, 2], [17, 0], [17, 1], [17, 2]]"
f_9cec8915c908e0559a46,"[[4, 0], [4, 3], [5, 3]]"
f_32a6ad3a530a80750f5a,"[[2, 0], [2, 2], [2, 4], [2, 6], [3, 0], [3, 2], [3, 4], [3, 6], [4, 0], [4, 2], [4, 4], [4, 6], [5, 0], [5, 2], [5, 4], [5, 6], [6, 0], [6, 2], [6, 4], [6, 6], [7, 0], [7, 2], [7, 4], [7, 6], [8, 0], [8, 2], [8, 4], [8, 6], [9, 0], [9, 2], [9, 4], [9, 6], [10, 0], [10, 2], [10, 6], [11, 0], [11, 2], [11, 6], [12, 0], [12, 2], [12, 6], [13, 0], [13, 2], [13, 6], [14, 6], [15, 6]]"
f_aa44a76e558890f82df8,"[[2, 0], [2, 1], [2, 2], [2, 3], [3, 0], [3, 1], [3, 2], [3, 3]]"
f_5ed871899bb25b3a9241,"[[13, 0], [14, 0], [15, 0], [15, 1], [15, 3], [15, 4], [15, 5]]"
f_10237dee6eab4172d488,"[[3, 0], [3, 1], [4, 0], [10, 0], [10, 1], [11, 0], [12, 0], [13, 0]]"
f_2161359ff691b4f0574d,"[[15, 0], [15, 2], [16, 0], [16, 2], [17, 0], [17, 1], [17, 2], [18, 0], [20, 0], [21, 0], [22, 0], [23, 0]]"
f_0fe1b071b5d32c4531bf,"[[7, 0], [7, 2], [8, 0], [8, 2], [9, 0], [9, 1], [9, 2], [9, 3], [10, 0], [11, 0], [11, 2], [12, 0]]"
f_dc72710416cc4d29fae9,"[[4, 0], [4, 2], [4, 3], [5, 0], [5, 2], [5, 3]]"
f_6f7771dd0aa6eec8a36e,"[[20, 0], [20, 1], [21, 0], [21, 1], [22, 0], [22, 1], [23, 0], [23, 1], [24, 0], [24, 1], [25, 0], [25, 1], [26, 0], [26, 11], [26, 12]]"
f_b6b977345a5080b5c3c2,"[[1, 0], [1, 1], [1, 2], [1, 3], [2, 0], [2, 1], [2, 2], [2, 3]]"
f_ba237acaac99a577c925,"[[2, 0], [2, 3], [3, 0], [3, 1], [3, 2], [3, 3], [3, 4]]"
f_a1e50de379b1599ca60e,"[[1, 0], [1, 1], [1, 3], [1, 5], [2, 0], [2, 1], [2, 3], [2, 5], [3, 0], [3, 1], [3, 3], [3, 5]]"
f_846939798f7d313f742b,"[[1, 2], [1, 3], [2, 2], [2, 3], [5, 3]]"
f_a12ea05c84077c2afdbd,"[[7, 0], [8, 0], [9, 0], [9, 1], [9, 2], [9, 3]]"
f_c2d9b1b46d14da51377c,"[[6, 1], [6, 2], [6, 3], [6, 4]]"
f_c375def3da9b0cc453d7,"[[2, 1], [2, 2], [2, 3], [2, 4], [3, 1], [3, 2], [3, 3], [3, 4]]"
f_e59e19ef554bc7241e13,"[[2, 0], [2, 1], [2, 2], [3, 0], [3, 1], [3, 2]]"
f_6c3b2195c428fb04b81a,"[[2, 0], [3, 0], [3, 1], [3, 3], [3, 5], [4, 0]]"
f_5eb2d397e951c889d05a,"[[1, 0], [2, 0], [2, 5], [3, 0], [4, 0], [4, 1], [5, 0], [5, 1], [6, 0], [6, 1], [7, 0], [7, 1], [7, 4]]"
f_cd81820c19618f734270,"[[3, 0], [3, 5], [4, 0], [4, 5]]"
f_607a9c93daeea6de6668,"[[2, 0], [2, 1], [3, 0], [3, 1], [4, 0], [4, 1], [9, 0], [9, 1], [10, 0], [10, 1], [11, 0], [11, 1], [12, 0], [12, 1], [13, 0], [13, 1], [14, 0], [14, 1], [14, 2], [15, 2]]"
f_05d245bf627a0eb20d71,"[[1, 0], [1, 3], [2, 0], [2, 3]]"
f_8c801c3cb46557fe3c5f,"[[6, 0], [6, 5], [7, 0], [7, 1], [7, 5], [8, 5], [9, 5]]"
f_f6e0548a22911cfa61ee,"[[1, 1], [1, 2], [2, 1], [4, 3]]"
f_452ab740f18ac8c3a32a,"[[3, 2], [4, 2], [5, 0], [5, 2], [5, 3], [6, 0], [6, 1], [6, 2], [6, 3], [6, 4], [7, 0], [8, 0]]"
f_73b27578489f94e450f9,"[[2, 0], [2, 1], [2, 2], [2, 3], [3, 0], [3, 1], [3, 2], [3, 3]]"
f_c1ba4a7f26d57b54778c,"[[4, 1], [4, 2], [4, 3], [4, 4], [5, 1], [5, 2], [5, 3], [5, 4], [6, 1], [6, 2], [6, 3], [6, 4]]"
f_0809631d383d0d1435a4,"[[5, 0], [5, 1], [5, 2], [5, 3], [7, 0], [7, 1], [7, 2], [10, 1], [10, 2]]"
f_bc06d9dca1c32b1a2934,"[[1, 1], [1, 2], [1, 3], [2, 1], [2, 2], [2, 3]]"
f_2f30528c5185d63e74f5,"[[14, 3], [15, 0], [15, 3], [16, 0], [16, 1], [16, 2], [16, 3], [17, 0], [17, 1], [17, 2], [17, 3], [18, 0], [18, 3], [19, 0], [19, 3], [20, 0], [20, 3], [21, 0], [21, 3], [22, 0], [22, 3]]"
f_f5173bb857a49a0776e4,"[[1, 0], [1, 1], [1, 4], [2, 0], [2, 1], [2, 4]]"
f_e756806d3fd27da33e2c,"[[14, 0], [14, 1], [14, 2], [14, 3], [14, 4], [14, 5], [15, 0], [15, 1], [15, 2], [15, 3]]"
f_5f5969f95633a202cdbf,"[[1, 1], [2, 1], [3, 1], [4, 0], [4, 1], [4, 3]]"
f_02d96bc7f5a2ce257e88,"[[1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [3, 0], [3, 1], [3, 2], [3, 3], [3, 4], [4, 0], [4, 1], [4, 2], [4, 3], [4, 4], [5, 0], [5, 1], [5, 2], [5, 3], [5, 4], [6, 0], [6, 1], [6, 2], [6, 3], [6, 4], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [12, 0], [13, 0], [14, 0], [15, 0], [16, 0], [16, 1], [16, 2], [16, 3], [16, 4], [17, 0], [17, 1], [17, 2], [17, 3], [17, 4], [18, 0], [18, 1], [18, 2], [18, 3], [18, 4], [19, 0], [19, 1], [19, 2], [19, 3], [19, 4], [20, 0], [21, 0], [22, 0], [23, 0], [24, 0], [25, 0], [26, 0]]"
f_a2573d50116edbc15ef4,"[[0, 0], [0, 1], [1, 0], [1, 1], [2, 0], [2, 1], [3, 0], [3, 1], [4, 0], [4, 1], [5, 0], [5, 1], [6, 0], [6, 1], [7, 0], [7, 1], [8, 0], [8, 1], [9, 0], [9, 1], [10, 0], [10, 1], [11, 0], [11, 1], [12, 0], [12, 1], [13, 0], [13, 1], [14, 0], [14, 1], [15, 0], [15, 1]]"
f_48d788240b3fc6ef57e3,"[[1, 1], [1, 2], [2, 1], [2, 2], [7, 3]]"
f_ad24ae2e8e41f3b6acc2,"[[3, 2], [4, 2], [5, 2], [6, 0], [6, 1], [6, 2], [7, 1], [7, 2]]"
f_9441252a4351720d2d2f,"[[4, 0], [5, 0], [5, 1], [5, 2], [6, 0]]"
f_6f2eb03cae6fe06fe7e9,"[[5, 0], [5, 1], [5, 3], [6, 0], [6, 1], [6, 2], [6, 3], [7, 0], [7, 1], [7, 2], [7, 3], [8, 0], [8, 1], [8, 2], [8, 3], [9, 0], [9, 1], [9, 2], [9, 3], [10, 0], [10, 1], [10, 3]]"
f_59c8498677e93330f77f,"[[4, 0], [4, 3], [5, 0], [5, 1], [5, 2], [5, 3]]"
f_ceedfef0f4ba22ee12b2,"[[3, 0], [3, 1], [3, 3], [3, 4], [4, 0], [4, 1], [4, 3], [4, 4]]"
f_80e197f75bd86b54faeb,"[[1, 3], [2, 0], [2, 1], [2, 3], [3, 3], [12, 3]]"
f_e209df62757eaff1016b,"[[1, 1], [1, 3], [2, 1], [2, 3], [3, 1], [3, 3], [4, 1], [4, 3]]"
f_eaef1ed5ac02aee16940,"[[2, 0], [2, 1], [2, 13], [3, 0], [3, 1], [3, 13], [4, 13], [5, 13]]"
f_7c1e0c2193ae9523d08b,"[[8, 0], [8, 1], [8, 2], [8, 3], [8, 4], [9, 0], [9, 1], [9, 3], [9, 4], [10, 0], [10, 1], [10, 3], [10, 4], [10, 5], [11, 0]]"
f_332829e9310827d448e1,"[[5, 5], [6, 1], [6, 3], [6, 5], [6, 6], [7, 1], [7, 3], [7, 5], [7, 6]]"
f_9611e64a335f670fb9b2,"[[1, 0], [1, 1], [2, 0], [2, 1], [2, 2], [2, 3]]"
